Marca,Modelo,Ano,Motor,Transmissão,Homologação do Fluido,Quantidade de fluído,Filtro da transmissão,Conexão da máquina de troca de fluidos,Imagem Conector,Imagem Local da Conexao ,Video Procedimento,Link,FALSE
PORSCHE,CAYMAN,2005-2008,H6 2.7L 3.4L,5HP19 HL,Homologação LT 7114 1,"Parcial (Carter): 4,95 LITROS
Total para Nível: 10,0 LITROS
Diálise: 12,0 LITROS",OEM: 996 307 403 00,Conector A11,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/829,
PORSCHE,BOXSTER,2000-2008,H6 2.5L 2.7L 3.2L 3.4L,5HP19 HL,Homologação LT 7114 1,"Parcial (Carter): 4,95 LITROS
Total para Nível: 10,0 LITROS
Diálise: 12,0 LITROS",OEM: 996 307 403 00,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/821,
PORSCHE,911,2000-2008,V6 3.6L 3.8L,722.6 / W5A580,Homologação PENTOSIN ATF-1,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/812,
PORSCHE,911,2008-2018,H6 3.0L 3.6L 3.8L,7DT45HL / PDK,Homologação PENTOSIN FFL3 - Embreagens e Mecatrônica  PTX 75W90 - Caixa de engrenagens,"Parcial (Carter): 3,2 LITROS
Total para Nível: 5,4 LITROS",OEM: 9G132102501,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/815,
PORSCHE,911,2019-2024,H6 3.0L 4.0L,7DT45HL / PDK,Homologação PENTOSIN FFL3 - Embreagens e Mecatrônica  PTX 75W90 - Caixa de engrenagens,"Parcial (Carter): 3,2 LITROS
Total para Nível: 5,4 LITROS",OEM: 9G132102501,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1267,
PORSCHE,BOXSTER,2009-2024,H6 2.0L 2.5L 2.7L 3.4L 4.0L,7DT45HL / PDK,Homologação PENTOSIN FFL3 - Embreagens e Mecatrônica  PTX 75W90 - Caixa de engrenagens,"Parcial (Carter): 3,2 LITROS
Total para Nível: 5,4 LITROS",OEM: 9G132102501,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/822,
PORSCHE,CAYMAN,2009-2024,H4 2.0L H6 2.7L 2.9L 3.4L 4.0L,7DT45HL / PDK,Homologação PENTOSIN FFL3 - Embreagens e Mecatrônica  PTX 75W90 - Caixa de engrenagens,"Parcial (Carter): 3,2 LITROS
Total para Nível: 5,4 LITROS",OEM: 9G132102501,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/830,
PORSCHE,911,2008-2018,H6 3.8L TURBO,7DT70HL / PDK,Homologação PENTOSIN FFL3 - Embreagens e Mecatrônica  PTX 75W90 - Caixa de engrenagens,"Parcial (Carter): 3,2 LITROS
Total para Nível: 5,4 LITROS","(QV
(QV

OEM: 9G132102501",,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/816,
PORSCHE,918 SPYDER,2014-2015,V8 4.6L,7DT75 / PDK,Homologação PENTOSIN FFL-3,"Total para Nível: 9,0 LITROS",OEM: 97032102500,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/820,
PORSCHE,PANAMERA,2009-2018,V6 3.0L 3.6L V8 4.8L,7DT75 / PDK,Homologação PENTOSIN FFL-3,"Total para Nível: 9,0 LITROS",OEM: 97032102500,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/835,
PORSCHE,PANAMERA,2017-2024,V6 2.9L HYBRID,8DT55HL / 8DT80 / PDK 8,Homologação PENTOSIN FFL-8 - Embreagens e Mecatrônica  PTX 75W80 - Caixa de engrenagens,,OEM: 0DT317165,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/838,
PORSCHE,911,2019-2024,H6 3.0L 3.7L TURBO,8DT55HL / PDK 8,Homologação PENTOSIN FFL-8 - Embreagens e Mecatrônica  PTX 75W80 - Caixa de engrenagens,,OEM: 0DT317165,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/819,
PORSCHE,CAYENNE,2017-2024,V6 3.0L 3.6L,8HP50 / 8HP70X,Homologação PORSCHE 958 300 540 0 ou LIFEGUARD 8,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/827,
PORSCHE,CAYENNE,2017-2024,V8 4.0L 4.8L,8HP70 / 8HP75 / 8HPXX,Homologação PORSCHE 958 300 540 0 ou LIFEGUARD 8,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS",HG105H D836,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/826,
PORSCHE,MACAN,2014-2024,L4 2.0L V6 2.9L 3.0L 3.6L,DL501 / 0B5,Homologação G 052 529,"Parcial (Carter): 5,5 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS","OEM: 0B5 325 330A
OBS 325 429E",Conector A02,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/832,
PORSCHE,CAYENNE,2003-2010,V6 3.0L 3.2L 3.6L V8 4.5L 4.8L,TR60SN,Homologação G 055 005,"Parcial (Carter): 4,3 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: 95530740301,Conector A27,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/824,
PORSCHE,CAYENNE,2011-2017,V6 3.0L 3.6L V8 4.2L 4.8L,TR80SD / TR82SD,Homologação G 055 540,"Parcial (Carter): 5,5 LITROS
Total para Nível: 11,8 LITROS
Diálise: 13,5 LITROS",OEM: 0C8325435,Conector A29,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/825,
RAM TRUCKS,2500,2012-2024,L6 6.7L,68RFE,Homologação ATF+4,"Parcial (Carter): 6,1 LITROS
Total para Nível: 16,2 LITROS
Diálise: 18,5 LITROS","

OEM: 5179267 AD / 5013470 AE",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1040,TRUE
RAM TRUCKS,3500,2022-2024,L6 6.7L,68RFE,Homologação ATF+4,"Parcial (Carter): 6,1 LITROS
Total para Nível: 16,2 LITROS
Diálise: 18,0 LITROS","

OEM: 5179267 AD / 5013470 AE",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1221,TRUE
RAM TRUCKS,1500,2021-2024,V8 5.7L,8HP70 / 8HP75,Homologação ZF LIFEGUARD 8,"Parcial (Carter): 4,95 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS",OEM: 24 11 8 612 901,Conector A66,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1220,TRUE
RAM TRUCKS,CLASSIC,2022-2024,V8 5.7L,8HP70 / 8HP75,Homologação ZF LIFEGUARD 8,"Parcial (Carter): 4,95 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS",OEM: 24 11 8 612 901,Conector A66,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1222,TRUE
RAM TRUCKS,RAMPAGE,2023-2025,L4 2.0L GAS  L4 2.0L T DIESEL,9HP48 / 9HP50,Homologação L 1210 8,"Parcial (Carter): 3,2 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A36,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1168,TRUE
RENAULT,LAGUNA,1995-2003,L4 2.0L V6 3.0L,4HP20,Homologação LT 7114 1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 8,3 LITROS
Diálise: 10,0 LITROS",Não possui acesso ao filtro.,Conector A18,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1359,TRUE
RENAULT,LOGAN,2010-2013,L4 1.6L,AL4 / DP0,Homologação RENAULTMATIC D2 ou D3 SYN,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/844,TRUE
RENAULT,MEGANE,2006-2011,L4 2.0L,AL4 / DP0,Homologação RENAULTMATIC D2 ou D3 SYN,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/845,TRUE
RENAULT,SCENIC,2000-2011,L4 1.5L 1.6L 1.9L 2.0L,AL4 / DP0,Homologação RENAULTMATIC D2 ou D3 SYN,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/847,TRUE
RENAULT,SANDERO,2007-2014,L4 1.6L,AL4 / DP2,Homologação RENAULTMATIC D2 ou D3 SYN,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/846,TRUE
RENAULT,CAPTUR,2017-2022,L4 2.0L,AL4 / DP2 / DP8,Homologação RENAULTMATIC D2 ou D3 SYN,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1088,TRUE
RENAULT,DUSTER,2012-2020,L4 2.0L,AL4 / DP2 / DP8,Homologação RENAULTMATIC D2 ou D3 SYN,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/841,TRUE
RENAULT,OROCH,2015-2022,L4 2.0L,AL4 / DP2 / DP8,Homologação RENAULTMATIC D2 ou D3 SYN,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1036,TRUE
RENAULT,KARDIAN,2024-2025,L3 1.0L T,DW23 - DCT,Homologação BOT 45 0,"Total para Nível: 4,5 LITROS",Não Faz Diálise,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1250,TRUE
RENAULT,SANDERO,2015-2019,L4 1.6L,EASY-R,Homologação SAE 75W80 API GL4,"Total para Nível: 2,6 LITROS",Não Faz Diálise,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1172,TRUE
RENAULT,FLUENCE,2011-2018,L4 2.0L,JF011E / RE0F10A,Homologação ELFMATIC CVT FK ou NS-2,"Parcial (Carter): 4,3 LITROS
Total para Nível: 8,1 LITROS
Diálise: 10,0 LITROS","OEM: 31728-1XZ0A 
31728-1XFO3A
31726-1XF00
",Conector A20 / A34 / A87,,https://drive.google.com/file/d/1zvSS_RnX90zmfZWJrcyjZ303zq8bW-oO/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/843,TRUE
RENAULT,CAPTUR,2017-2022,L4 1.6L,JF015E / JF020E,Homologação ELFMATIC CVT DK ou NS-3,"Parcial (Carter): 3,6 LITROS
Total para Nível: 7,1 LITROS
Diálise: 9,0 LITROS","OEM: 31726-3]X0A /
31728-3JX0A
ou
31728-50X0A",Conector A21,,https://drive.google.com/file/d/1mXbgzbVkEWpgowbVryzn0Plv2ayPVIZo/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/839,TRUE
RENAULT,DUSTER,2018-2022,L4 1.6L,JF015E / JF020E,Homologação ELFMATIC CVT DK ou NS-3,"Parcial (Carter): 3,6 LITROS
Total para Nível: 7,1 LITROS
Diálise: 9,0 LITROS","OEM: 31726-3]X0A /
31728-3JX0A
ou
31728-50X0A",Conector A21,,https://drive.google.com/file/d/1mXbgzbVkEWpgowbVryzn0Plv2ayPVIZo/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/842,TRUE
RENAULT,DUSTER,2022-2024,L4 1.6L,JF015E / JF020E,Homologação ELFMATIC CVT DK ou NS-3,"Parcial (Carter): 3,6 LITROS
Total para Nível: 7,1 LITROS
Diálise: 9,0 LITROS","OEM: 31726-3]X0A /
31728-3JX0A
ou
31728-50X0A",Conector A21,,https://drive.google.com/file/d/1mXbgzbVkEWpgowbVryzn0Plv2ayPVIZo/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1190,TRUE
RENAULT,LOGAN,2020-2022,L4 1.6L,JF015E / JF020E,Homologação ELFMATIC CVT DK ou NS-3,"Parcial (Carter): 3,6 LITROS
Total para Nível: 7,1 LITROS
Diálise: 9,0 LITROS","OEM: 31726-3]X0A /
31728-3JX0A
ou
31728-50X0A",Conector A21,,https://drive.google.com/file/d/1mXbgzbVkEWpgowbVryzn0Plv2ayPVIZo/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1027,TRUE
RENAULT,SANDERO,2020-2024,L4 1.6L,JF015E / JF020E,Homologação ELFMATIC CVT DK ou NS-3,"Parcial (Carter): 3,6 LITROS
Total para Nível: 7,1 LITROS
Diálise: 9,0 LITROS","OEM: 31726-3]X0A /
31728-3JX0A
ou
31728-50X0A",Conector A21,,https://drive.google.com/file/d/1mXbgzbVkEWpgowbVryzn0Plv2ayPVIZo/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1026,TRUE
RENAULT,CAPTUR,2022-2024,L4 1.3L T,JF016E / RE0F10D / RE0F10F,Homologação ELFMATIC CVT DK ou NS-3,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,5 LITROS
Diálise: 10,5 LITROS","

OEM: 31726-3XJOA /
31728-28X0A /
31728-1XF03",Conector A87,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1188,TRUE
RENAULT,DUSTER,2022-2024,L4 1.3L T,JF016E / RE0F10D / RE0F10F,Homologação ELFMATIC CVT DK ou NS-3,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,5 LITROS
Diálise: 10,5 LITROS","

OEM: 31726-3XJOA /
31728-28X0A /
31728-1XF03",Conector A87,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1189,TRUE
RENAULT,OROCH,2022-2024,L4 1.3L T,JF016E / RE0F10D / RE0F10F,Homologação ELFMATIC CVT DK ou NS-3,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,5 LITROS
Diálise: 10,5 LITROS","

OEM: 31726-3XJOA /
31728-28X0A /
31728-1XF03",Conector A87,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1154,TRUE
SSANGYONG,MUSSO,2002-2007,V6 3.2L,722.6 / W5A380,Homologação SSANGYONG 0578-244021,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/855,
SSANGYONG,REXTON,2001-2012,L5 2.7L,722.6 / W5A380,Homologação SSANGYONG 0578-244021,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/858,
SSANGYONG,KYRON,2007-2013,L4 2.0L - (5 Marchas),722.6 / W5A380 - W5A580,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1294,
SSANGYONG,KYRON,2007-2013,L5 2.7L,722.6 / W5A380 - W5A580,,,,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1202,
SSANGYONG,REXTON,2015-2021,L4 2.2L,722.9 / W7X550,Homologação SSANGYONG 0578-244021,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/859,
SSANGYONG,ACTYON,2017-2021,L4 2.2L,AC60F,Homologação ATF WS,"Parcial (Carter): 4,0 LITROS
Total para Nível: 9,6 LITROS
Diálise: 12,0 LITROS",OEM: 35330-71010,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1103,
SSANGYONG,KORANDO SPORTS,2017-2021,L4 2.2L,AC60F,Homologação ATF WS,"Parcial (Carter): 4,0 LITROS
Total para Nível: 9,6 LITROS
Diálise: 12,0 LITROS",OEM: 35330-71010,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/851,
SSANGYONG,MUSSO,2018-2021,L4 2.2L,AC60F,Homologação ATF WS,"Parcial (Carter): 4,0 LITROS
Total para Nível: 9,6 LITROS
Diálise: 12,0 LITROS",OEM: 35330-71010,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1104,
SSANGYONG,KORANDO,2011-2015,L4 2.0L T,M11,Homologação ATF 329 2,"Parcial (Carter): 4,5 LITROS
Total para Nível: 7,7 LITROS
Diálise: 9,5 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/850,
SSANGYONG,MUSSO,2002-2007,L4 2.3L L5 2.9L,M74LE,Homologação ATF 335 3,"Parcial (Carter): 4,0 LITROS
Total para Nível: 9,0 LITROS
Diálise: 11,0 LITROS",OEM: 0585-738003,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/854,
SSANGYONG,REXTON,2001-2012,L6 2.9L  L6 3.2L,M74LE,Homologação ATF 335 3,"Parcial (Carter): 4,0 LITROS
Total para Nível: 9,0 LITROS
Diálise: 11,0 LITROS",OEM: 0585-738003,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/857,
SSANGYONG,ACTYON,2006-2015,L4 2.0L 2.3L,M78,Homologação ATF 329 2,"Parcial (Carter): 4,0 LITROS
Total para Nível: 9,0 LITROS
Diálise: 11,0 LITROS",OEM: 0578738007,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1124,
SSANGYONG,KYRON,2007-2013,L4 2.0L - (6 Marchas),M78 / 575R6,Homologação ATF 329 2,"Parcial (Carter): 4,0 LITROS
Total para Nível: 9,0 LITROS
Diálise: 11,0 LITROS",OEM: 0578738007,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/853,
SUBARU,SVX,1992-1997,H6 3.0L 3.3L,4EAT,Homologação IDEMITSU ATF HP,"Parcial (Carter): 5,5 LITROS
Total para Nível: 9,9 LITROS
Diálise: 12,0 LITROS","OEM: 31728 AA010 
OEM: 31728 AA130 
OEM: 38325 AA032",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/873,TRUE
SUBARU,FORESTER,1998-2012,H4 2.0L 2.5L,4EAT / 5EAT,Homologação IDEMITSU ATF HP,"Parcial (Carter): 5,5 LITROS
Total para Nível: 9,9 LITROS
Diálise: 12,0 LITROS","OEM: 31728 AA010 
OEM: 31728 AA130 
OEM: 38325 AA032",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/862,TRUE
SUBARU,IMPREZA / IMPREZA WRX,2001-2013,H4 2.0L 2.5L,4EAT / 5EAT,Homologação IDEMITSU ATF HP,"Parcial (Carter): 5,5 LITROS
Total para Nível: 9,9 LITROS
Diálise: 12,0 LITROS","OEM: 31728 AA010 
OEM: 31728 AA130 
OEM: 38325 AA032",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/863,TRUE
SUBARU,LEGACY,1990-2014,H4 2.0L 2.5L H6 3.6L,4EAT / 5EAT,Homologação IDEMITSU ATF HP,"Parcial (Carter): 5,5 LITROS
Total para Nível: 9,9 LITROS
Diálise: 12,0 LITROS","OEM: 31728 AA010 
OEM: 31728 AA130 
OEM: 38325 AA032",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/865,TRUE
SUBARU,OUTBACK,2000-2014,H4 2.5L H6 3.0L,4EAT / 5EAT,Homologação IDEMITSU ATF HP,"Parcial (Carter): 5,5 LITROS
Total para Nível: 9,9 LITROS
Diálise: 12,0 LITROS","OEM: 31728 AA010 
OEM: 31728 AA130 
OEM: 38325 AA032",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/869,TRUE
SUBARU,TRIBECA,2006-2014,H6 3.0L 3.6L,4EAT / 5EAT,Homologação IDEMITSU ATF HP,"Parcial (Carter): 5,5 LITROS
Total para Nível: 9,9 LITROS
Diálise: 12,0 LITROS","OEM: 31728 AA010 
OEM: 31728 AA130 
OEM: 38325 AA032",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/874,TRUE
SUBARU,FORESTER,2013-2022,H4 2.0L,TR580,Homologação LINEARTRONIC CVTF II,"Parcial (Carter): 7,7 LITROS
Total para Nível: 12,5 LITROS
Diálise: 14,0 LITROS","OEM: 31728 AA141
(1º Ger. Até ano 2017)

OEM: 31728 AA180
(2º Ger. Após ano 2018)",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1212,TRUE
SUBARU,IMPREZA / IMPREZA WRX,2014-2022,H4 2.0L,TR580,Homologação HIGH TORQUE CVTF,"Parcial (Carter): 7,8 LITROS
Total para Nível: 13,0 LITROS
Diálise: 15,0 LITROS","
OEM: 31728 AA121",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1080,TRUE
SUBARU,XV,2012-2021,H4 2.0L,TR580,Homologação LINEARTRONIC CVTF II,"Parcial (Carter): 7,7 LITROS
Total para Nível: 12,5 LITROS
Diálise: 14,0 LITROS","
OEM: 31728 AA180
(2º Ger. Após ano 2018)",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/876,TRUE
SUBARU,LEGACY,2013-2018,H4 2.0T H6 3.6L T,TR690,Homologação HIGH TORQUE CVTF,"Parcial (Carter): 7,8 LITROS
Total para Nível: 13,0 LITROS
Diálise: 15,0 LITROS",OEM: 31728 AA121,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/867,TRUE
SUBARU,OUTBACK,2015-2018,H6 3.6L T,TR690,Homologação HIGH TORQUE CVTF,"Parcial (Carter): 7,8 LITROS
Total para Nível: 13,0 LITROS
Diálise: 15,0 LITROS","
OEM: 31728 AA121",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/872,TRUE
SUBARU,FORESTER,2013-2022,H4 2.0T  2.5T,TR690,Homologação HIGH TORQUE CVTF,"Parcial (Carter): 7,8 LITROS
Total para Nível: 13,0 LITROS
Diálise: 15,0 LITROS",OEM: 31728 AA121,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1048,TRUE
SUBARU,IMPREZA / IMPREZA WRX,2014-2022,H4 2.0T 2.5T,TR690,Homologação HIGH TORQUE CVTF,"Parcial (Carter): 7,8 LITROS
Total para Nível: 13,0 LITROS
Diálise: 15,0 LITROS","
OEM: 31728 AA121",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1211,TRUE
SUZUKI,VITARA / GRAND VITARA,1996-2016,L4 2.0L  V6 2.7L,0372LE,Homologação ATF 331 7,"Parcial (Carter): 4,0 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS","

OEM: 26582-57B00 OEM: 26570-65D10",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/877,TRUE
SUZUKI,S-CROSS,2009-2012,L4 2.0L,AW5040LE / AW5040LN,Homologação DEXRON III,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A70,,https://drive.google.com/file/d/1Jmwno8jnP4GQHZE_Mu3VOxM07TrLNQYt/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1023,TRUE
SUZUKI,SX4,2006-2015,L4 2.0L,AW5040LE / AW5040LN / AF14,Homologação DEXRON III,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A70,,https://drive.google.com/file/d/1Jmwno8jnP4GQHZE_Mu3VOxM07TrLNQYt/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/880,TRUE
SUZUKI,S-CROSS,2013-2015,L4 1.6L,JF015E / JF020E,Homologação CVT GREEN 2 ou CVT NS-3,"Parcial (Carter): 3,6 LITROS
Total para Nível: 7,1 LITROS
Diálise: 9,0 LITROS","OEM: 31726-3]X0A /
31728-3JX0A
ou
31728-50X0A",Conector A21,,https://drive.google.com/file/d/1mXbgzbVkEWpgowbVryzn0Plv2ayPVIZo/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1024,TRUE
SUZUKI,S-CROSS,2016-2022,L4 1.4L T  L4 1.6L,TF72SC / TF73SC,Homologação SUZUKI MATIC S ou AW-1,"Parcial (Carter): 3,4 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A67,,https://drive.google.com/file/d/1KE6myoZkoXGpi1BAHYj_A0fOTTbKqyGy/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1105,TRUE
SUZUKI,VITARA,2017-2022,L4 1.4T  L4 1.6L,TF73SC,Homologação JWS 330 9,"Parcial (Carter): 3,4 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A67,,https://drive.google.com/file/d/1KE6myoZkoXGpi1BAHYj_A0fOTTbKqyGy/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1055,TRUE
SUZUKI,JIMNY SIERRA,2018-2024,L4 1.5L,TW40LS,Homologação JWS 331 4,"Parcial (Carter): 3,6 LITROS
Total para Nível: 5,85 LITROS
Diálise: 8,0 LITROS",OEM: 26570-76J10,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1158,TRUE
